"Date","Price","Open","High","Low","Vol.","Change %"
"2001-04-05","1.5738","1.5747","1.5803","1.5711","","0.01%"
"2001-04-04","1.5736","1.5757","1.5785","1.5665","","-0.20%"
"2001-04-03","1.5767","1.5809","1.5827","1.5767","","-0.29%"
"2001-04-02","1.5813","1.5767","1.5815","1.5723","","0.31%"
"2001-03-30","1.5764","1.5725","1.5796","1.5703","","0.17%"
"2001-03-29","1.5738","1.5652","1.5753","1.5637","","0.59%"
"2001-03-28","1.5645","1.5695","1.5736","1.5623","","-0.22%"
"2001-03-27","1.5679","1.5575","1.5700","1.5553","","0.71%"
"2001-03-26","1.5569","1.5643","1.5671","1.5533","","-0.50%"
"2001-03-23","1.5647","1.5703","1.5724","1.5637","","-0.43%"
"2001-03-22","1.5715","1.5747","1.5760","1.5685","","-0.24%"
"2001-03-21","1.5753","1.5669","1.5773","1.5650","","0.64%"
"2001-03-20","1.5653","1.5667","1.5671","1.5583","","-0.05%"
"2001-03-19","1.5661","1.5687","1.5712","1.5635","","-0.18%"
"2001-03-16","1.5689","1.5605","1.5695","1.5585","","0.58%"
"2001-03-15","1.5598","1.5569","1.5619","1.5552","","0.13%"
"2001-03-14","1.5577","1.5431","1.5597","1.5417","","0.89%"
"2001-03-13","1.5440","1.5515","1.5535","1.5423","","-0.50%"
"2001-03-12","1.5517","1.5466","1.5524","1.5441","","0.28%"
"2001-03-09","1.5473","1.5458","1.5503","1.5439","","0.10%"
"2001-03-08","1.5457","1.5496","1.5525","1.5453","","-0.27%"
"2001-03-07","1.5499","1.5386","1.5510","1.5377","","0.79%"
"2001-03-06","1.5377","1.5461","1.5465","1.5369","","-0.63%"
"2001-03-05","1.5475","1.5444","1.5489","1.5415","","0.19%"
"2001-03-02","1.5445","1.5474","1.5498","1.5419","","-0.20%"
"2001-03-01","1.5476","1.5378","1.5495","1.5359","","0.75%"
"2001-02-28","1.5361","1.5297","1.5369","1.5263","","0.40%"
"2001-02-27","1.5300","1.5279","1.5317","1.5249","","0.10%"
"2001-02-26","1.5285","1.5370","1.5389","1.5282","","-0.58%"
"2001-02-23","1.5374","1.5395","1.5400","1.5365","","-0.11%"
"2001-02-22","1.5391","1.5362","1.5396","1.5345","","0.18%"
"2001-02-21","1.5364","1.5407","1.5426","1.5345","","-0.23%"
"2001-02-20","1.5399","1.5345","1.5407","1.5331","","0.34%"
"2001-02-19","1.5347","1.5385","1.5436","1.5328","","-0.34%"
"2001-02-16","1.5400","1.5301","1.5415","1.5299","","0.70%"
"2001-02-15","1.5293","1.5285","1.5302","1.5253","","0.07%"
"2001-02-14","1.5283","1.5217","1.5297","1.5195","","0.43%"
"2001-02-13","1.5217","1.5219","1.5266","1.5200","","0.00%"
"2001-02-12","1.5217","1.5110","1.5228","1.5103","","0.73%"
"2001-02-09","1.5107","1.5101","1.5118","1.5067","","0.01%"
"2001-02-08","1.5105","1.5095","1.5140","1.5077","","0.03%"
"2001-02-07","1.5100","1.5101","1.5148","1.5075","","-0.09%"
"2001-02-06","1.5113","1.5070","1.5125","1.5062","","0.27%"
"2001-02-05","1.5073","1.4974","1.5081","1.4962","","0.78%"
"2001-02-02","1.4957","1.4945","1.4958","1.4900","","0.13%"
"2001-02-01","1.4937","1.4983","1.5005","1.4911","","-0.31%"
"2001-01-31","1.4984","1.5042","1.5048","1.4968","","-0.26%"
"2001-01-30","1.5023","1.5015","1.5045","1.4971","","0.09%"
"2001-01-29","1.5010","1.5057","1.5065","1.5002","","-0.25%"
"2001-01-26","1.5048","1.5069","1.5077","1.5010","","-0.19%"
"2001-01-25","1.5077","1.5121","1.5166","1.5057","","-0.33%"
"2001-01-24","1.5127","1.5106","1.5157","1.5090","","0.12%"
"2001-01-23","1.5109","1.5026","1.5117","1.5005","","0.52%"
"2001-01-22","1.5031","1.5115","1.5120","1.5024","","-0.62%"
"2001-01-19","1.5125","1.5125","1.5153","1.5068","","-0.01%"
"2001-01-18","1.5127","1.5115","1.5175","1.5085","","0.08%"
"2001-01-17","1.5115","1.5058","1.5128","1.5047","","0.33%"
"2001-01-16","1.5066","1.5017","1.5073","1.4988","","0.37%"
"2001-01-15","1.5011","1.5003","1.5066","1.5001","","0.07%"
"2001-01-12","1.5001","1.4943","1.5019","1.4924","","0.39%"
"2001-01-11","1.4942","1.5019","1.5028","1.4933","","-0.52%"
"2001-01-10","1.5020","1.4941","1.5033","1.4935","","0.54%"
"2001-01-09","1.4939","1.4939","1.4983","1.4933","","-0.01%"
"2001-01-08","1.4940","1.4985","1.4993","1.4927","","-0.37%"
"2001-01-05","1.4995","1.4991","1.5051","1.4963","","0.09%"
"2001-01-04","1.4982","1.4976","1.5013","1.4913","","-0.03%"
"2001-01-03","1.4987","1.4935","1.5001","1.4901","","0.46%"
"2001-01-02","1.4919","1.4982","1.5012","1.4907","","-0.46%"
"2000-12-29","1.4988","1.5004","1.5040","1.4947","","-0.11%"
"2000-12-28","1.5004","1.5113","1.5134","1.4996","","-0.77%"
"2000-12-27","1.5121","1.5107","1.5141","1.5085","","0.13%"
"2000-12-26","1.5101","1.5201","1.5201","1.5093","","-0.57%"
"2000-12-25","1.5188","1.5179","1.5195","1.5170","","0.06%"
"2000-12-22","1.5179","1.5211","1.5222","1.5154","","-0.17%"
"2000-12-21","1.5205","1.5212","1.5251","1.5149","","-0.12%"
"2000-12-20","1.5223","1.5234","1.5276","1.5203","","-0.09%"
"2000-12-19","1.5237","1.5249","1.5290","1.5202","","-0.17%"
"2000-12-18","1.5263","1.5204","1.5280","1.5197","","0.37%"
"2000-12-15","1.5207","1.5179","1.5215","1.5153","","0.19%"
"2000-12-14","1.5178","1.5202","1.5219","1.5128","","-0.28%"
"2000-12-13","1.5221","1.5271","1.5293","1.5187","","-0.40%"
"2000-12-12","1.5282","1.5263","1.5297","1.5217","","0.07%"
"2000-12-11","1.5272","1.5190","1.5272","1.5157","","0.69%"
"2000-12-08","1.5167","1.5301","1.5327","1.5165","","-0.84%"
"2000-12-07","1.5295","1.5282","1.5318","1.5219","","0.04%"
"2000-12-06","1.5289","1.5425","1.5441","1.5263","","-0.93%"
"2000-12-05","1.5432","1.5429","1.5472","1.5386","","-0.01%"
"2000-12-04","1.5433","1.5464","1.5542","1.5421","","-0.23%"
"2000-12-01","1.5469","1.5373","1.5477","1.5285","","0.66%"
"2000-11-30","1.5367","1.5443","1.5464","1.5320","","-0.47%"
"2000-11-29","1.5440","1.5369","1.5440","1.5344","","0.48%"
"2000-11-28","1.5367","1.5359","1.5391","1.5285","","0.08%"
"2000-11-27","1.5355","1.5389","1.5405","1.5335","","-0.22%"
"2000-11-24","1.5389","1.5439","1.5482","1.5375","","-0.39%"
"2000-11-23","1.5449","1.5455","1.5491","1.5425","","-0.09%"
"2000-11-22","1.5463","1.5521","1.5521","1.5450","","-0.28%"
"2000-11-21","1.5507","1.5563","1.5587","1.5495","","-0.51%"
"2000-11-20","1.5586","1.5570","1.5611","1.5555","","0.06%"
"2000-11-17","1.5577","1.5558","1.5630","1.5533","","0.12%"
"2000-11-16","1.5559","1.5521","1.5570","1.5485","","0.19%"
"2000-11-15","1.5530","1.5453","1.5539","1.5437","","0.41%"
"2000-11-14","1.5467","1.5449","1.5468","1.5420","","0.10%"
"2000-11-13","1.5451","1.5430","1.5486","1.5407","","0.14%"
"2000-11-10","1.5429","1.5495","1.5503","1.5413","","-0.43%"
"2000-11-09","1.5495","1.5420","1.5495","1.5390","","0.48%"
"2000-11-08","1.5421","1.5337","1.5447","1.5322","","0.52%"
"2000-11-07","1.5341","1.5306","1.5345","1.5287","","0.22%"
"2000-11-06","1.5307","1.5326","1.5333","1.5285","","-0.12%"
"2000-11-03","1.5326","1.5309","1.5359","1.5277","","0.07%"
"2000-11-02","1.5315","1.5341","1.5393","1.5300","","-0.16%"
"2000-11-01","1.5340","1.5238","1.5347","1.5215","","0.76%"
"2000-10-31","1.5225","1.5315","1.5327","1.5207","","-0.60%"
"2000-10-30","1.5317","1.5300","1.5321","1.5245","","0.17%"
"2000-10-27","1.5291","1.5251","1.5300","1.5195","","0.20%"
"2000-10-26","1.5260","1.5175","1.5265","1.5127","","0.55%"
"2000-10-25","1.5177","1.5186","1.5232","1.5135","","0.07%"
"2000-10-24","1.5166","1.5111","1.5169","1.5095","","0.36%"
"2000-10-23","1.5111","1.5119","1.5146","1.5075","","0.03%"
"2000-10-20","1.5107","1.5117","1.5155","1.5083","","-0.05%"
"2000-10-19","1.5115","1.5168","1.5175","1.5093","","-0.37%"
"2000-10-18","1.5171","1.5190","1.5215","1.5120","","-0.11%"
"2000-10-17","1.5187","1.5181","1.5238","1.5132","","0.03%"
"2000-10-16","1.5183","1.5074","1.5205","1.5069","","0.77%"
"2000-10-13","1.5067","1.5152","1.5207","1.5057","","-0.65%"
"2000-10-12","1.5165","1.5052","1.5175","1.5043","","0.76%"
"2000-10-11","1.5051","1.5019","1.5059","1.4997","","0.25%"
"2000-10-10","1.5013","1.5024","1.5043","1.4987","","-0.11%"
"2000-10-09","1.5029","1.5028","1.5051","1.5015","","-0.06%"
"2000-10-06","1.5038","1.4974","1.5045","1.4923","","0.34%"
"2000-10-05","1.4987","1.4949","1.4998","1.4944","","0.27%"
"2000-10-04","1.4947","1.5041","1.5059","1.4935","","-0.62%"
"2000-10-03","1.5040","1.5094","1.5097","1.5031","","-0.37%"
"2000-10-02","1.5096","1.5034","1.5115","1.5017","","0.42%"
"2000-09-29","1.5033","1.4998","1.5084","1.4997","","0.21%"
"2000-09-28","1.5002","1.4956","1.5045","1.4954","","0.31%"
"2000-09-27","1.4955","1.4865","1.4979","1.4859","","0.63%"
"2000-09-26","1.4861","1.4864","1.4896","1.4850","","0.04%"
"2000-09-25","1.4855","1.4880","1.4917","1.4845","","-0.20%"
"2000-09-22","1.4885","1.4880","1.4926","1.4863","","0.09%"
"2000-09-21","1.4872","1.4845","1.4885","1.4825","","0.17%"
"2000-09-20","1.4847","1.4830","1.4851","1.4797","","0.08%"
"2000-09-19","1.4835","1.4874","1.4896","1.4819","","-0.28%"
"2000-09-18","1.4877","1.4831","1.4909","1.4825","","0.34%"
"2000-09-15","1.4827","1.4862","1.4891","1.4816","","-0.26%"
"2000-09-14","1.4866","1.4832","1.4937","1.4830","","0.22%"
"2000-09-13","1.4833","1.4804","1.4848","1.4770","","0.19%"
"2000-09-12","1.4805","1.4808","1.4820","1.4780","","0.00%"
"2000-09-11","1.4805","1.4769","1.4811","1.4757","","0.23%"
"2000-09-08","1.4771","1.4770","1.4789","1.4745","","0.04%"
"2000-09-07","1.4765","1.4815","1.4849","1.4761","","-0.35%"
"2000-09-06","1.4817","1.4763","1.4844","1.4755","","0.37%"
"2000-09-05","1.4763","1.4743","1.4769","1.4729","","0.17%"
"2000-09-04","1.4738","1.4737","1.4750","1.4719","","0.03%"
"2000-09-01","1.4733","1.4718","1.4750","1.4685","","0.07%"
"2000-08-31","1.4722","1.4769","1.4774","1.4709","","-0.36%"
"2000-08-30","1.4775","1.4839","1.4867","1.4762","","-0.43%"
"2000-08-29","1.4839","1.4825","1.4885","1.4820","","0.09%"
"2000-08-28","1.4826","1.4839","1.4857","1.4820","","-0.04%"
"2000-08-25","1.4832","1.4874","1.4879","1.4805","","-0.29%"
"2000-08-24","1.4875","1.4858","1.4878","1.4829","","0.08%"
"2000-08-23","1.4863","1.4766","1.4887","1.4765","","0.65%"
"2000-08-22","1.4767","1.4775","1.4794","1.4740","","-0.05%"
"2000-08-21","1.4775","1.4760","1.4790","1.4725","","0.05%"
"2000-08-18","1.4768","1.4748","1.4774","1.4715","","0.11%"
"2000-08-17","1.4752","1.4781","1.4781","1.4731","","-0.19%"
"2000-08-16","1.4780","1.4844","1.4844","1.4759","","-0.43%"
"2000-08-15","1.4844","1.4858","1.4890","1.4839","","-0.13%"
"2000-08-14","1.4863","1.4838","1.4864","1.4818","","0.13%"
"2000-08-11","1.4843","1.4828","1.4851","1.4801","","0.08%"
"2000-08-10","1.4831","1.4829","1.4845","1.4796","","0.01%"
"2000-08-09","1.4830","1.4874","1.4905","1.4826","","-0.28%"
